Match_ID,Blue_Team,Red_Team,Blue_Missing_Smite,Red_Missing_Smite,Blue_Win_Probability_%,Red_Win_Probability_%,Primary_Deciding_Factor,Factor_Impact
823,"Taric, Quinn, Kassadin, Syndra, Brand","Master Yi, Irelia, Kennen, Varus, Dr. Mundo",No,No,31.47,68.53,Red Draft Strength,8.51
824,"Rakan, Riven, Ahri, Malzahar, Garen","Fizz, Lissandra, Vladimir, Cassiopeia, Evelynn",No,No,85.36,14.64,Red Team Synergy,-21.36
825,"Kled, Ahri, Nautilus, Volibear, Azir","Aurelion Sol, Ornn, Sivir, Viktor, Anivia",No,No,14.07,85.93,Blue Team Synergy,15.73
826,"Mordekaiser, Lux, Annie, Rek'Sai, Jhin","Zilean, Nasus, Udyr, Lee Sin, Warwick",No,No,54.58,45.42,Red Team Synergy,-10.76
827,"Nasus, Urgot, Ezreal, Trundle, Sion","Aatrox, Malzahar, Vi, Ryze, Teemo",No,No,16.5,83.5,Red Draft Strength,26.03
828,"Lulu, Morgana, Vel'Koz, Lux, Wukong","Xayah, Janna, Miss Fortune, Vladimir, Ahri",YES,No,9.59,90.41,Severe Tactical Spell Error,-37.5
829,"Karthus, Nasus, Taric, Xayah, Sion","Azir, Janna, Kha'Zix, Illaoi, Miss Fortune",No,No,69.71,30.29,Blue Team Synergy,-5.24
830,"Rengar, Udyr, Zac, Gnar, Malzahar","Orianna, Lissandra, Leona, Ekko, Anivia",No,No,83.05,16.95,Red Team Synergy,-6.56
831,"Katarina, Syndra, Riven, Azir, Fiora","Aatrox, Shaco, Cho'Gath, Corki, Evelynn",No,No,17.42,82.58,Red Draft Strength,24.83
832,"Poppy, Kha'Zix, Veigar, Evelynn, Annie","Master Yi, Pantheon, Karthus, Vayne, Sejuani",No,No,19.44,80.56,Blue Draft Strength,-11.64
833,"Janna, Zac, Kha'Zix, Annie, Corki","Udyr, Gangplank, Xin Zhao, Gnar, LeBlanc",No,No,15.56,84.44,Red Draft Strength,12.01
834,"Nocturne, Ashe, Irelia, Viktor, Yorick","Syndra, None, Dr. Mundo, Jayce, Renekton",No,No,70.86,29.14,Blue Draft Strength,-7.08
835,"Soraka, Ornn, Zilean, Caitlyn, Kassadin","Akali, Fizz, Yorick, Jayce, Fiddlesticks",No,No,16.65,83.35,Blue Counter-Pick Advantage,9.78
836,"Kled, Lulu, Nami, Aurelion Sol, Volibear","Nautilus, Malphite, Camille, Renekton, Kennen",YES,No,4.0,96.0,Severe Tactical Spell Error,-37.5
837,"Azir, Maokai, Teemo, Cho'Gath, Sion","Jax, Kennen, Nidalee, Volibear, Amumu",YES,No,40.55,59.45,Severe Tactical Spell Error,-37.5
838,"Taric, Sivir, Nami, Rek'Sai, Riven","Taliyah, Shen, Ashe, Talon, Graves",No,No,15.04,84.96,Red Draft Strength,22.55
839,"Gragas, Ivern, Garen, Cho'Gath, Blitzcrank","Teemo, Rammus, Nidalee, Amumu, Riven",No,No,29.92,70.08,Red Team Synergy,-5.02
840,"Warwick, Skarner, Ashe, Evelynn, Anivia","Volibear, Viktor, Camille, Nunu, Nocturne",No,No,17.56,82.44,Red Draft Strength,23.41
841,"Urgot, Rammus, Mordekaiser, Darius, Udyr","Cho'Gath, Lucian, Yasuo, Zilean, Riven",YES,No,14.96,85.04,Severe Tactical Spell Error,-37.5
842,"Rengar, Tahm Kench, Vel'Koz, Ornn, Elise","Malphite, Kassadin, Xerath, Anivia, Taliyah",No,No,13.26,86.74,Blue Counter-Pick Advantage,18.84
843,"Ivern, Pantheon, Soraka, Renekton, Talon","Xin Zhao, Kindred, Syndra, Teemo, Nami",No,No,37.18,62.82,Red Draft Strength,6.15
844,"Diana, Olaf, Talon, Alistar, Renekton","Vladimir, Malphite, Thresh, Braum, Miss Fortune",No,No,82.91,17.09,Blue Draft Strength,-8.29
845,"Olaf, Quinn, Galio, Ahri, Yasuo","Swain, Maokai, Fiddlesticks, Caitlyn, Nautilus",No,No,71.18,28.82,Red Team Synergy,-6.84
846,"Malphite, Rek'Sai, Ornn, Shaco, Lissandra","Yorick, Kindred, Skarner, Riven, Xin Zhao",No,No,11.96,88.04,Blue Counter-Pick Advantage,23.08
847,"Udyr, Gragas, Orianna, Evelynn, Urgot","Sion, Veigar, Viktor, Irelia, Janna",No,YES,83.09,16.91,Severe Tactical Spell Error,37.5
848,"Jayce, Tristana, Xin Zhao, Janna, Quinn","Shaco, Camille, Ekko, Swain, Kog'Maw",No,No,63.09,36.91,Blue Counter-Pick Advantage,-8.43
849,"Jax, Miss Fortune, Ivern, Graves, Fiddlesticks","Gangplank, Quinn, Trundle, Jinx, Braum",No,No,53.57,46.43,Red Team Synergy,-7.12
850,"Renekton, Evelynn, Blitzcrank, Sona, Kalista","Ezreal, Shaco, Lulu, Lee Sin, Katarina",No,No,84.63,15.37,Blue Counter-Pick Advantage,-12.57
851,"Gragas, Renekton, Elise, Caitlyn, Orianna","Illaoi, Fizz, Lucian, Varus, Tahm Kench",No,No,57.42,42.58,Red Draft Strength,13.22
852,"Braum, Corki, Ezreal, Twitch, Udyr","Syndra, LeBlanc, Kindred, Sion, Rek'Sai",No,No,19.45,80.55,Red Draft Strength,21.16
853,"Ashe, Taliyah, Shyvana, Maokai, Cassiopeia","Dr. Mundo, Kalista, Jax, Teemo, Urgot",No,No,35.47,64.53,Red Draft Strength,7.13
854,"Lux, Kha'Zix, Amumu, Taliyah, Azir","Syndra, Jax, Nasus, Nocturne, Pantheon",No,No,24.88,75.12,Blue Draft Strength,-9.64
855,"Darius, Jax, Ekko, Illaoi, Fizz","Azir, Nunu, Ryze, Quinn, Vi",No,No,62.07,37.93,Red Draft Strength,19.8
856,"Camille, Vi, Katarina, Corki, Udyr","Nidalee, Nautilus, Fizz, Zed, Tryndamere",No,No,75.03,24.97,Blue Draft Strength,-11.92
857,"Yorick, Udyr, Nautilus, Kayn, Kindred","Aatrox, Sivir, Rek'Sai, Rengar, Kha'Zix",No,No,54.27,45.73,Red Draft Strength,16.74
858,"Nami, Bard, Aatrox, LeBlanc, Jax","Nunu, Kled, Rakan, Fizz, Taliyah",No,No,28.18,71.82,Red Draft Strength,8.92
859,"Orianna, Alistar, Nunu, Volibear, Janna","Ahri, Caitlyn, Lee Sin, Corki, Nocturne",No,No,59.95,40.05,Red Team Synergy,-5.4
860,"Lucian, Shyvana, Ryze, Kayn, Katarina","Leona, Illaoi, Ziggs, Warwick, Soraka",No,No,28.37,71.63,Blue Counter-Pick Advantage,9.61
861,"Yasuo, Thresh, Rumble, Akali, Shaco","Xayah, Xin Zhao, Malphite, Graves, Ziggs",No,No,18.91,81.09,Blue Counter-Pick Advantage,10.85
862,"Anivia, Morgana, Kayn, LeBlanc, Lulu","Udyr, Olaf, Lux, Pantheon, Sona",No,No,35.54,64.46,Blue Counter-Pick Advantage,6.74
863,"Sejuani, Taric, LeBlanc, Maokai, Warwick","Elise, Brand, Leona, Illaoi, Nunu",No,No,46.68,53.32,Red Draft Strength,7.25
864,"Skarner, Lissandra, Ezreal, Aurelion Sol, Amumu","Zac, LeBlanc, Zyra, Rakan, Braum",No,YES,94.46,5.54,Severe Tactical Spell Error,37.5
865,"Shaco, Kassadin, Pantheon, Wukong, Fiddlesticks","Karma, Poppy, Cassiopeia, Jarvan IV, Vayne",No,No,83.52,16.48,Blue Draft Strength,-8.32
866,"Karma, Udyr, Fizz, Heimerdinger, Dr. Mundo","Kha'Zix, Zilean, Galio, Twitch, Lux",No,No,70.56,29.44,Blue Draft Strength,-15.14
867,"Amumu, Alistar, Rek'Sai, Illaoi, Taric","Jayce, Ashe, Anivia, Maokai, Vayne",No,No,57.95,42.05,Blue Draft Strength,-8.17
868,"Wukong, Bard, Kalista, Lux, Zed","Vladimir, Soraka, Miss Fortune, Pantheon, Darius",No,YES,55.51,44.49,Severe Tactical Spell Error,37.5
869,"Diana, Varus, Garen, Syndra, Heimerdinger","Viktor, Lux, Aatrox, Fiora, Skarner",No,No,19.4,80.6,Red Draft Strength,22.49
870,"Lee Sin, Nami, Kennen, Shaco, Aatrox","Trundle, Ziggs, Ornn, Jax, Zac",YES,No,5.83,94.17,Severe Tactical Spell Error,-37.5
871,"Tristana, Taric, Bard, Twisted Fate, Warwick","Syndra, Brand, Taliyah, Sona, Rammus",No,No,72.2,27.8,Red Team Synergy,-7.2
872,"Rumble, Zilean, Twisted Fate, Jayce, Diana","Syndra, LeBlanc, Corki, Urgot, Zed",No,No,60.65,39.35,Red Draft Strength,16.76
873,"Jax, Ekko, Lucian, Vladimir, Sion","Lee Sin, Lux, Varus, Diana, Lissandra",No,YES,93.88,6.12,Severe Tactical Spell Error,37.5
874,"Hecarim, Elise, Mordekaiser, Ornn, Evelynn","Jarvan IV, Kayn, Nautilus, Azir, Singed",No,No,35.42,64.58,Blue Draft Strength,-15.03
875,"Brand, Trundle, Kennen, Graves, Rakan","Udyr, Jinx, Sivir, None, Twisted Fate",No,No,67.44,32.56,Blue Draft Strength,-10.43
876,"Illaoi, Katarina, Udyr, Corki, Vladimir","Lissandra, Kassadin, Bard, Shyvana, Camille",No,No,15.83,84.17,Red Draft Strength,21.95
877,"Vi, Brand, Lulu, Ahri, Anivia","Skarner, Nunu, Darius, Master Yi, Malphite",No,No,48.42,51.58,Blue Team Synergy,-8.25
878,"Heimerdinger, Rek'Sai, Skarner, Vi, Wukong","Zyra, Xerath, Brand, Fiddlesticks, Kennen",No,YES,89.8,10.2,Severe Tactical Spell Error,37.5
879,"Tahm Kench, Evelynn, Akali, Udyr, Rumble","Master Yi, Ezreal, Ekko, Leona, Cassiopeia",No,No,40.3,59.7,Blue Draft Strength,-14.71
880,"Kog'Maw, Fiddlesticks, Garen, Ornn, Jarvan IV","Darius, Ivern, Twisted Fate, Anivia, Wukong",No,YES,67.25,32.75,Severe Tactical Spell Error,37.5
881,"Gangplank, Evelynn, Alistar, Quinn, Twisted Fate","Jarvan IV, Riven, Kindred, Leona, Heimerdinger",No,No,42.47,57.53,Blue Draft Strength,-6.8
882,"Rek'Sai, Poppy, Jhin, Nautilus, Nidalee","Katarina, Cassiopeia, Darius, Orianna, Xerath",No,No,15.49,84.51,Blue Counter-Pick Advantage,17.23
883,"Vel'Koz, Hecarim, Mordekaiser, Galio, LeBlanc","Thresh, Volibear, Olaf, Jhin, Twisted Fate",No,YES,80.01,19.99,Severe Tactical Spell Error,37.5
884,"Orianna, Master Yi, Garen, Zilean, Pantheon","Sion, Gragas, Wukong, Lissandra, Azir",No,No,51.37,48.63,Red Draft Strength,18.89
885,"Corki, Kog'Maw, Anivia, Irelia, Maokai","Karthus, Trundle, Bard, Tristana, Ziggs",No,No,76.15,23.85,Blue Draft Strength,-6.67
886,"None, Thresh, Fiora, Brand, Kog'Maw","Singed, Rek'Sai, Heimerdinger, Ekko, Vladimir",No,No,28.74,71.26,Red Draft Strength,8.24
887,"Azir, Shaco, Kayle, Wukong, Rek'Sai","Twitch, Trundle, Lucian, Varus, Jinx",No,YES,93.0,7.0,Severe Tactical Spell Error,37.5
888,"Gragas, Veigar, Wukong, Trundle, Skarner","Katarina, Malzahar, Nidalee, Galio, Alistar",No,No,13.52,86.48,Red Draft Strength,12.81
889,"Quinn, Zac, Miss Fortune, LeBlanc, Olaf","Taliyah, Cho'Gath, Hecarim, Lee Sin, Tryndamere",YES,No,40.6,59.4,Severe Tactical Spell Error,-37.5
890,"Shen, Cho'Gath, Maokai, Brand, Alistar","Xerath, Evelynn, Olaf, Hecarim, Nunu",No,YES,42.79,57.21,Severe Tactical Spell Error,37.5
891,"Veigar, Kayle, Sona, Xayah, Udyr","Kha'Zix, Maokai, Rek'Sai, Singed, Trundle",No,No,83.86,16.14,Blue Counter-Pick Advantage,-11.68
892,"Viktor, Ryze, Kayle, Maokai, Kassadin","Yasuo, Sivir, Udyr, Brand, Lux",No,No,23.75,76.25,Blue Draft Strength,-13.98
893,"Katarina, Ivern, Udyr, Lucian, Fizz","Rengar, Viktor, Malzahar, Sona, Ahri",No,No,72.48,27.52,Red Team Synergy,-9.59
894,"Wukong, Camille, Soraka, Brand, Jayce","Dr. Mundo, Janna, Yorick, Thresh, Fizz",No,No,40.06,59.94,Red Team Synergy,4.63
895,"Nidalee, Nocturne, Brand, Jarvan IV, Kennen","Urgot, Corki, Taric, Elise, Garen",No,No,35.56,64.44,Red Draft Strength,8.18
896,"Twisted Fate, Rammus, Volibear, Caitlyn, Ezreal","Kindred, Rumble, Kayle, Gangplank, Veigar",No,No,21.71,78.29,Red Draft Strength,11.65
897,"Nunu, Draven, Kennen, Gragas, Dr. Mundo","Sona, Warwick, Viktor, Wukong, Olaf",No,No,23.51,76.49,Red Team Synergy,8.83
898,"Vayne, Cassiopeia, Jhin, Aatrox, Gnar","Blitzcrank, Soraka, Udyr, Caitlyn, Darius",No,No,70.15,29.85,Red Team Synergy,-5.38
899,"Annie, Xerath, Yasuo, Kindred, Lucian","Riven, Mordekaiser, Nami, Jhin, Kha'Zix",No,No,33.14,66.86,Blue Counter-Pick Advantage,3.0
900,"Soraka, Maokai, Alistar, Talon, Draven","Warwick, Annie, Katarina, Ekko, Lucian",No,No,77.41,22.59,Blue Counter-Pick Advantage,-5.39
901,"Tahm Kench, Nautilus, Anivia, Jarvan IV, Xerath","Nidalee, Sivir, Soraka, Udyr, Galio",No,No,35.03,64.97,Red Draft Strength,11.55
902,"Udyr, Kled, Lucian, Xin Zhao, Miss Fortune","Maokai, Mordekaiser, Ezreal, Blitzcrank, Fizz",No,No,67.19,32.81,Blue Counter-Pick Advantage,-7.3
903,"Poppy, Renekton, Tristana, Swain, Annie","Rammus, Talon, Kassadin, Tryndamere, Ezreal",No,No,43.67,56.33,Red Draft Strength,2.69
904,"Xayah, Corki, Nasus, Ezreal, Graves","Soraka, Zilean, Syndra, Ahri, Azir",No,No,39.88,60.12,Red Team Synergy,-10.01
905,"Janna, Ashe, Annie, Fizz, Lissandra","Nocturne, Graves, Xayah, Talon, Kindred",No,No,17.64,82.36,Red Draft Strength,9.81
906,"Rammus, Xayah, Swain, Cassiopeia, Rengar","Karma, Volibear, Sion, Heimerdinger, Kayle",No,YES,94.06,5.94,Severe Tactical Spell Error,37.5
907,"Caitlyn, Corki, Tahm Kench, Thresh, Ziggs","Quinn, Yasuo, Trundle, Renekton, Draven",No,No,29.26,70.74,Blue Counter-Pick Advantage,11.63
908,"Renekton, Janna, Trundle, Fizz, Lucian","Talon, Garen, Xayah, Twitch, Ziggs",No,No,35.33,64.67,Red Team Synergy,4.7
909,"Bard, Yasuo, Lucian, Amumu, Kennen","Karthus, Singed, Rumble, Annie, Jayce",No,No,12.21,87.79,Red Team Synergy,17.39
910,"Dr. Mundo, Sejuani, Nunu, Fizz, Varus","Singed, Xin Zhao, Renekton, Taric, Teemo",No,No,22.95,77.05,Blue Team Synergy,7.16
911,"Aatrox, Ashe, Lux, Malzahar, Janna","Thresh, Kha'Zix, Zilean, Draven, Nidalee",No,No,64.16,35.84,Red Team Synergy,-12.63
912,"Miss Fortune, Darius, Camille, Varus, Akali","Rakan, Volibear, Lissandra, Illaoi, Amumu",No,No,72.61,27.39,Red Draft Strength,10.28
913,"Nami, Nidalee, Garen, Renekton, Nunu","Darius, Lulu, Rek'Sai, Zed, Fiddlesticks",No,No,27.92,72.08,Blue Team Synergy,4.74
914,"Lux, Olaf, Wukong, Pantheon, Darius","Thresh, Aatrox, Ornn, Nami, Rek'Sai",No,No,85.53,14.47,Blue Counter-Pick Advantage,-15.98
915,"Tristana, Jinx, Nunu, Maokai, Lulu","Heimerdinger, Garen, Mordekaiser, Ziggs, Urgot",No,No,18.06,81.94,Red Draft Strength,9.14
916,"Ezreal, Brand, Cassiopeia, Soraka, Thresh","Zilean, Orianna, Tristana, Jax, Tahm Kench",No,YES,62.66,37.34,Severe Tactical Spell Error,37.5
917,"Renekton, Janna, Zac, Kindred, Tryndamere","Gnar, Viktor, Zyra, Graves, Morgana",No,No,71.33,28.67,Red Draft Strength,13.92
918,"Alistar, Irelia, Annie, Maokai, Poppy","Ezreal, Riven, Ryze, Quinn, Gragas",No,No,35.53,64.47,Blue Team Synergy,16.13
919,"Jayce, Morgana, Quinn, Malzahar, Karthus","Cho'Gath, Heimerdinger, Brand, Fiddlesticks, Tahm Kench",No,No,82.29,17.71,Red Team Synergy,-10.64
920,"Sejuani, Zac, Graves, Udyr, Azir","Kled, Ornn, Nasus, None, Shaco",No,No,77.34,22.66,Blue Draft Strength,-14.09
921,"Jinx, Rengar, Nautilus, Fiora, Rammus","Pantheon, Kennen, Cho'Gath, Trundle, Zed",No,No,38.2,61.8,Red Draft Strength,8.01
922,"Jinx, Syndra, Nocturne, Anivia, Ornn","Xerath, Alistar, Ahri, Jax, Zyra",No,No,29.71,70.29,Blue Counter-Pick Advantage,7.86
923,"Aatrox, Anivia, Graves, Ornn, Nocturne","Gangplank, Twitch, Rakan, Tahm Kench, Fiora",No,No,57.54,42.46,Blue Draft Strength,-16.55
924,"Nocturne, Draven, Ezreal, Diana, Master Yi","Kalista, Varus, Taric, Volibear, Poppy",No,No,23.54,76.46,Red Draft Strength,18.32
925,"Shaco, Jarvan IV, Vladimir, Quinn, Malzahar","Teemo, Ryze, Veigar, Nautilus, Annie",No,No,67.33,32.67,Red Draft Strength,19.2
926,"Riven, Ahri, None, Lissandra, Miss Fortune","Renekton, Rammus, Tahm Kench, Singed, Fiddlesticks",YES,No,18.65,81.35,Severe Tactical Spell Error,-37.5
927,"Orianna, Teemo, Zed, Kennen, Brand","Riven, Jarvan IV, Wukong, Gnar, Aurelion Sol",No,YES,80.95,19.05,Severe Tactical Spell Error,37.5
928,"Braum, Shaco, Sona, Nautilus, Nunu","Lux, Zyra, Sivir, Zed, Soraka",No,No,31.91,68.09,Blue Team Synergy,10.27
929,"Xayah, Lissandra, Hecarim, Rumble, Pantheon","Nidalee, Xerath, Aatrox, Rengar, Ashe",No,No,18.78,81.22,Red Draft Strength,23.09
930,"Darius, Ziggs, Lucian, Zilean, Heimerdinger","Kayle, Mordekaiser, Talon, Kindred, Ekko",No,No,40.83,59.17,Red Draft Strength,7.85
931,"Hecarim, Nocturne, Malzahar, Ziggs, Diana","Heimerdinger, Poppy, Anivia, Ornn, Ivern",No,No,86.85,13.15,Blue Counter-Pick Advantage,-21.63
932,"Wukong, Rek'Sai, Gangplank, Kassadin, Vayne","Twitch, Heimerdinger, Yorick, Talon, Tryndamere",No,No,36.22,63.78,Blue Counter-Pick Advantage,4.65
933,"Nami, Cassiopeia, Gangplank, Alistar, Vi","Teemo, Singed, Lee Sin, Shaco, Rek'Sai",No,No,63.0,37.0,Red Team Synergy,-12.79
934,"Singed, Kayn, Jhin, Illaoi, Kindred","Aatrox, Urgot, Zac, Zilean, Twitch",No,No,52.14,47.86,Red Draft Strength,9.16
935,"Kha'Zix, Ahri, Malphite, Viktor, Ziggs","Hecarim, Kayle, Urgot, Darius, Annie",No,No,27.91,72.09,Blue Team Synergy,6.91
936,"Vel'Koz, Yorick, Master Yi, Sejuani, Taliyah","Lucian, None, Braum, Kha'Zix, Shen",No,No,83.58,16.42,Blue Counter-Pick Advantage,-9.24
937,"Sejuani, Darius, Yasuo, Heimerdinger, Illaoi","Lee Sin, Vel'Koz, Graves, Ekko, Aatrox",No,No,39.64,60.36,Red Draft Strength,11.52
938,"Morgana, Diana, Ezreal, Jinx, Twitch","Warwick, Camille, Cho'Gath, Kindred, Rek'Sai",YES,No,7.36,92.64,Severe Tactical Spell Error,-37.5
939,"Kalista, Bard, Karthus, Fiddlesticks, Ekko","Ziggs, Zac, Ornn, Taric, Garen",No,No,41.93,58.07,Blue Draft Strength,-7.27
940,"Irelia, Alistar, Lulu, Volibear, Malphite","Graves, Shen, Kog'Maw, Xin Zhao, Lux",No,No,57.7,42.3,Red Team Synergy,-9.77
941,"Graves, Garen, Nunu, Thresh, Illaoi","Azir, Orianna, LeBlanc, Vladimir, Amumu",No,No,26.32,73.68,Red Draft Strength,19.03
942,"Kha'Zix, Rumble, Trundle, Alistar, Draven","Talon, Nocturne, Xayah, Ezreal, Udyr",No,No,65.72,34.28,Red Team Synergy,-9.28
943,"Zed, Twitch, Yasuo, Bard, Karma","Diana, Sejuani, Cho'Gath, Shyvana, Kled",YES,No,11.3,88.7,Severe Tactical Spell Error,-37.5
944,"Zilean, Zed, Diana, Kalista, Nautilus","Camille, Kog'Maw, Kayn, LeBlanc, Lissandra",No,No,70.57,29.43,Red Draft Strength,14.18
945,"Sion, Bard, Dr. Mundo, Anivia, Zac","Mordekaiser, Sona, Lee Sin, Malzahar, Shaco",No,No,77.31,22.69,Blue Draft Strength,-6.92
946,"Braum, Malzahar, Fiddlesticks, Alistar, Cho'Gath","Kayle, Veigar, Ekko, LeBlanc, Diana",No,No,34.4,65.6,Red Draft Strength,9.11
947,"Akali, Dr. Mundo, Aurelion Sol, Pantheon, Teemo","Leona, Lux, None, Ashe, Brand",No,No,79.28,20.72,Red Draft Strength,-5.96
948,"Teemo, Gragas, Nidalee, Sion, Akali","Ekko, Fiora, Twisted Fate, Kennen, Vel'Koz",No,No,32.69,67.31,Red Draft Strength,7.34
949,"Malzahar, Lulu, Malphite, Gragas, Orianna","Gangplank, Karma, Yorick, Nocturne, Karthus",No,No,37.52,62.48,Red Draft Strength,8.63
950,"Urgot, Sona, Cassiopeia, Soraka, Rammus","Vi, Lux, Rengar, Taliyah, Xin Zhao",No,No,70.47,29.53,Blue Team Synergy,-9.47
951,"Shen, Bard, Xayah, Caitlyn, Braum","Lux, Janna, Jinx, Lucian, Aatrox",No,No,54.62,45.38,Blue Draft Strength,-4.69
952,"Malphite, Miss Fortune, Teemo, Hecarim, Karthus","Twisted Fate, Rek'Sai, Shyvana, Kha'Zix, Ahri",No,YES,74.35,25.65,Severe Tactical Spell Error,37.5
953,"Kayle, Nautilus, Sona, Zac, Rengar","Cassiopeia, Kindred, Swain, Elise, Brand",No,No,78.7,21.3,Red Team Synergy,-12.99
954,"Tryndamere, Gangplank, Zac, Bard, Janna","Zyra, Lee Sin, Vayne, Jax, Jhin",YES,No,27.9,72.1,Severe Tactical Spell Error,-37.5
955,"Gnar, LeBlanc, Urgot, Zyra, Amumu","Bard, Zilean, Vel'Koz, Riven, Diana",YES,YES,24.04,75.96,Blue Draft Strength,-9.82
956,"Fiora, Janna, Nami, Aurelion Sol, Akali","Kassadin, Yasuo, Skarner, Ornn, Karthus",No,No,82.92,17.08,Blue Counter-Pick Advantage,-19.01
957,"Cho'Gath, Aatrox, Cassiopeia, Skarner, Shyvana","Draven, Janna, Ornn, Olaf, Miss Fortune",No,No,67.09,32.91,Blue Draft Strength,-8.16
958,"Fiddlesticks, Yasuo, Sivir, Kindred, Urgot","Evelynn, Thresh, Riven, Gnar, Kled",YES,No,15.28,84.72,Severe Tactical Spell Error,-37.5
959,"Ornn, Hecarim, Ekko, Azir, Taliyah","Kled, Zilean, Teemo, Jarvan IV, Ziggs",YES,No,2.75,97.25,Severe Tactical Spell Error,-37.5
960,"Zac, Gnar, Quinn, Akali, Ahri","Anivia, Shyvana, Blitzcrank, Karma, Skarner",No,No,26.27,73.73,Blue Counter-Pick Advantage,21.3
961,"Kennen, Wukong, Ashe, Taliyah, Fizz","Tahm Kench, Zilean, Annie, Cho'Gath, Twitch",YES,No,4.08,95.92,Severe Tactical Spell Error,-37.5
962,"Nasus, Twisted Fate, Kha'Zix, Syndra, Karthus","Zilean, Leona, Wukong, Miss Fortune, Ivern",No,No,48.16,51.84,Blue Draft Strength,-6.92
963,"Sona, Ekko, Karthus, Twitch, Lulu","Lee Sin, Ziggs, Corki, Irelia, Jarvan IV",No,No,69.44,30.56,Blue Counter-Pick Advantage,-8.22
964,"Diana, Vladimir, Xerath, Hecarim, Sejuani","Alistar, Jayce, Kassadin, Singed, Akali",No,No,61.27,38.73,Blue Team Synergy,-15.43
965,"Singed, Sona, Aurelion Sol, Kindred, Kennen","Azir, LeBlanc, Gangplank, Swain, Graves",No,No,61.64,38.36,Red Draft Strength,20.55
966,"Varus, Zyra, Garen, Urgot, Kennen","Syndra, Tahm Kench, Karma, Kha'Zix, Ryze",No,YES,96.81,3.19,Severe Tactical Spell Error,37.5
967,"Aatrox, Twitch, Trundle, Kled, LeBlanc","Heimerdinger, Renekton, Hecarim, Galio, Rek'Sai",No,No,64.24,35.76,Red Draft Strength,14.27
968,"Volibear, Soraka, Singed, Diana, Renekton","Brand, Amumu, Zed, Wukong, Fizz",No,No,76.76,23.24,Blue Counter-Pick Advantage,-6.72
969,"Master Yi, LeBlanc, Ashe, Draven, Janna","Lissandra, Graves, Ezreal, Darius, Zyra",No,No,77.03,22.97,Red Draft Strength,13.7
970,"Leona, Ashe, Graves, LeBlanc, Hecarim","Brand, Fiddlesticks, Miss Fortune, Jarvan IV, Darius",No,No,50.9,49.1,Blue Counter-Pick Advantage,12.72
971,"Morgana, Nunu, Talon, Galio, Zed","Shyvana, Akali, Gragas, Sona, Karma",No,YES,66.58,33.42,Severe Tactical Spell Error,37.5
972,"Twisted Fate, Evelynn, Rammus, Jarvan IV, Sejuani","Morgana, Teemo, Malphite, Ekko, Darius",No,No,69.86,30.14,Blue Counter-Pick Advantage,-9.78
973,"Kindred, Aurelion Sol, Cassiopeia, Twitch, Kalista","Sona, Rek'Sai, Katarina, Caitlyn, Sejuani",No,No,56.59,43.41,Blue Team Synergy,7.05
974,"Azir, Urgot, Irelia, Caitlyn, Warwick","Miss Fortune, Fizz, Kennen, Yorick, Draven",No,No,52.3,47.7,Blue Draft Strength,-10.39
975,"Cassiopeia, Nautilus, Singed, Kha'Zix, Lux","Karthus, Graves, Janna, Udyr, Ekko",YES,No,19.01,80.99,Severe Tactical Spell Error,-37.5
976,"Kog'Maw, None, Galio, Jarvan IV, Nunu","Aurelion Sol, Ivern, Orianna, Annie, Kayn",No,No,16.06,83.94,Red Team Synergy,8.07
977,"Cassiopeia, Kassadin, Illaoi, Miss Fortune, Ashe","Soraka, Thresh, Varus, Vel'Koz, Malzahar",YES,No,12.5,87.5,Severe Tactical Spell Error,-37.5
978,"Nami, Karthus, Ahri, Karma, Rakan","Kayn, Fizz, Garen, Jhin, Ezreal",No,No,49.65,50.35,Blue Counter-Pick Advantage,-5.07
979,"Varus, Jarvan IV, Udyr, Galio, Zilean","Rammus, Nautilus, Wukong, Draven, Vayne",No,No,61.37,38.63,Blue Draft Strength,-10.14
980,"Sona, Pantheon, Vel'Koz, Warwick, Fizz","Trundle, Nidalee, Viktor, Braum, Brand",YES,No,25.52,74.48,Severe Tactical Spell Error,-37.5
981,"Kindred, Taliyah, Aatrox, Riven, Varus","Gangplank, Elise, Xin Zhao, Akali, Illaoi",No,No,45.29,54.71,Blue Draft Strength,-11.8
982,"Riven, Tryndamere, Maokai, Zyra, Dr. Mundo","Shaco, Zac, Darius, Kog'Maw, Xerath",No,No,34.17,65.83,Red Draft Strength,6.47
983,"Jinx, Rakan, Lucian, Ryze, Udyr","Malzahar, Kog'Maw, Darius, Rammus, Katarina",No,No,35.25,64.75,Blue Draft Strength,-7.9
984,"Garen, None, Kayle, Kennen, Kindred","Poppy, Irelia, Leona, Lissandra, Caitlyn",No,No,55.62,44.38,Red Team Synergy,-13.18
985,"Corki, Draven, Shaco, Urgot, Hecarim","Ornn, Diana, Taliyah, Ivern, Kha'Zix",No,No,65.83,34.17,Red Draft Strength,18.91
986,"Wukong, Kalista, Warwick, Maokai, Gnar","Zac, Zed, Karma, Poppy, Thresh",No,YES,83.57,16.43,Severe Tactical Spell Error,37.5
987,"Sona, Sion, Fizz, Anivia, Cho'Gath","Graves, Amumu, Jinx, Warwick, Diana",No,No,84.38,15.62,Blue Team Synergy,-8.96
